date,Borough,week day,Month,TMAX,TMIN,holiday,Year,Total
11/21/2008,STATEN ISLAND,Friday,November,38,25,No Holiday,A2008,7
11/22/2008,BRONX,Saturday,November,32,23,No Holiday,A2008,22
11/22/2008,MANHATTAN,Saturday,November,32,23,No Holiday,A2008,28
11/22/2008,STATEN ISLAND,Saturday,November,32,23,No Holiday,A2008,9
11/23/2008,BRONX,Sunday,November,36,24,No Holiday,A2008,24
11/23/2008,MANHATTAN,Sunday,November,36,24,No Holiday,A2008,18
11/23/2008,STATEN ISLAND,Sunday,November,36,24,No Holiday,A2008,10
11/24/2008,BRONX,Monday,November,50,33,No Holiday,A2008,40
11/24/2008,MANHATTAN,Monday,November,50,33,No Holiday,A2008,23
11/24/2008,STATEN ISLAND,Monday,November,50,33,No Holiday,A2008,13
11/25/2008,BRONX,Tuesday,November,47,36,No Holiday,A2008,31
11/25/2008,MANHATTAN,Tuesday,November,47,36,No Holiday,A2008,21
11/25/2008,STATEN ISLAND,Tuesday,November,47,36,No Holiday,A2008,6
11/26/2008,BRONX,Wednesday,November,45,36,No Holiday,A2008,24
11/26/2008,MANHATTAN,Wednesday,November,45,36,No Holiday,A2008,17
11/26/2008,STATEN ISLAND,Wednesday,November,45,36,No Holiday,A2008,11
11/27/2008,BRONX,Thursday,November,44,35,holiday,A2008,19
11/27/2008,MANHATTAN,Thursday,November,44,35,holiday,A2008,19
11/27/2008,STATEN ISLAND,Thursday,November,44,35,holiday,A2008,4
11/28/2008,BRONX,Friday,November,49,39,No Holiday,A2008,35
11/28/2008,MANHATTAN,Friday,November,49,39,No Holiday,A2008,24
11/28/2008,STATEN ISLAND,Friday,November,49,39,No Holiday,A2008,5
11/29/2008,BRONX,Saturday,November,46,35,No Holiday,A2008,19
11/29/2008,MANHATTAN,Saturday,November,46,35,No Holiday,A2008,19
11/29/2008,STATEN ISLAND,Saturday,November,46,35,No Holiday,A2008,7
11/30/2008,BRONX,Sunday,November,43,36,No Holiday,A2008,33
11/30/2008,MANHATTAN,Sunday,November,43,36,No Holiday,A2008,29
11/30/2008,STATEN ISLAND,Sunday,November,43,36,No Holiday,A2008,8
12/1/2008,BRONX,Monday,December,55,43,No Holiday,A2008,47
12/1/2008,MANHATTAN,Monday,December,55,43,No Holiday,A2008,38
12/1/2008,STATEN ISLAND,Monday,December,55,43,No Holiday,A2008,15
12/2/2008,BRONX,Tuesday,December,45,35,No Holiday,A2008,26
12/2/2008,MANHATTAN,Tuesday,December,45,35,No Holiday,A2008,27
12/2/2008,STATEN ISLAND,Tuesday,December,45,35,No Holiday,A2008,6
12/3/2008,BRONX,Wednesday,December,42,32,No Holiday,A2008,17
12/3/2008,MANHATTAN,Wednesday,December,42,32,No Holiday,A2008,20
12/3/2008,STATEN ISLAND,Wednesday,December,42,32,No Holiday,A2008,8
12/4/2008,BRONX,Thursday,December,50,39,No Holiday,A2008,27
12/4/2008,MANHATTAN,Thursday,December,50,39,No Holiday,A2008,16
12/4/2008,STATEN ISLAND,Thursday,December,50,39,No Holiday,A2008,12
12/5/2008,BRONX,Friday,December,41,32,No Holiday,A2008,35
12/5/2008,MANHATTAN,Friday,December,41,32,No Holiday,A2008,19
12/5/2008,STATEN ISLAND,Friday,December,41,32,No Holiday,A2008,8
12/6/2008,BRONX,Saturday,December,36,28,No Holiday,A2008,32
12/6/2008,MANHATTAN,Saturday,December,36,28,No Holiday,A2008,22
12/6/2008,STATEN ISLAND,Saturday,December,36,28,No Holiday,A2008,11
12/7/2008,BRONX,Sunday,December,36,20,No Holiday,A2008,30
12/7/2008,MANHATTAN,Sunday,December,36,20,No Holiday,A2008,19
12/7/2008,STATEN ISLAND,Sunday,December,36,20,No Holiday,A2008,6
12/8/2008,BRONX,Monday,December,30,19,No Holiday,A2008,35
12/8/2008,MANHATTAN,Monday,December,30,19,No Holiday,A2008,23
12/8/2008,STATEN ISLAND,Monday,December,30,19,No Holiday,A2008,4
12/9/2008,BRONX,Tuesday,December,58,30,No Holiday,A2008,23
12/9/2008,MANHATTAN,Tuesday,December,58,30,No Holiday,A2008,14
12/9/2008,STATEN ISLAND,Tuesday,December,58,30,No Holiday,A2008,4
12/10/2008,BRONX,Wednesday,December,65,43,No Holiday,A2008,33
12/10/2008,MANHATTAN,Wednesday,December,65,43,No Holiday,A2008,24
12/10/2008,STATEN ISLAND,Wednesday,December,65,43,No Holiday,A2008,9
12/11/2008,BRONX,Thursday,December,43,37,No Holiday,A2008,21
12/11/2008,MANHATTAN,Thursday,December,43,37,No Holiday,A2008,22
12/11/2008,STATEN ISLAND,Thursday,December,43,37,No Holiday,A2008,7
12/12/2008,BRONX,Friday,December,44,32,No Holiday,A2008,28
12/12/2008,MANHATTAN,Friday,December,44,32,No Holiday,A2008,26
12/12/2008,STATEN ISLAND,Friday,December,44,32,No Holiday,A2008,6
12/13/2008,BRONX,Saturday,December,32,27,No Holiday,A2008,26
12/13/2008,MANHATTAN,Saturday,December,32,27,No Holiday,A2008,16
12/13/2008,STATEN ISLAND,Saturday,December,32,27,No Holiday,A2008,3
12/14/2008,BRONX,Sunday,December,49,29,No Holiday,A2008,28
12/14/2008,MANHATTAN,Sunday,December,49,29,No Holiday,A2008,17
12/14/2008,STATEN ISLAND,Sunday,December,49,29,No Holiday,A2008,9
12/15/2008,BRONX,Monday,December,67,48,No Holiday,A2008,23
12/15/2008,MANHATTAN,Monday,December,67,48,No Holiday,A2008,27
12/15/2008,STATEN ISLAND,Monday,December,67,48,No Holiday,A2008,5
12/16/2008,BRONX,Tuesday,December,58,30,No Holiday,A2008,31
12/16/2008,MANHATTAN,Tuesday,December,58,30,No Holiday,A2008,18
12/16/2008,STATEN ISLAND,Tuesday,December,58,30,No Holiday,A2008,5
12/17/2008,BRONX,Wednesday,December,42,32,No Holiday,A2008,33
12/17/2008,MANHATTAN,Wednesday,December,42,32,No Holiday,A2008,17
12/17/2008,STATEN ISLAND,Wednesday,December,42,32,No Holiday,A2008,7
12/18/2008,BRONX,Thursday,December,42,36,No Holiday,A2008,31
12/18/2008,MANHATTAN,Thursday,December,42,36,No Holiday,A2008,18
12/18/2008,STATEN ISLAND,Thursday,December,42,36,No Holiday,A2008,12
12/19/2008,BRONX,Friday,December,37,29,No Holiday,A2008,16
12/19/2008,MANHATTAN,Friday,December,37,29,No Holiday,A2008,13
12/19/2008,STATEN ISLAND,Friday,December,37,29,No Holiday,A2008,8
12/20/2008,BRONX,Saturday,December,31,22,No Holiday,A2008,25
12/20/2008,MANHATTAN,Saturday,December,31,22,No Holiday,A2008,23
12/20/2008,STATEN ISLAND,Saturday,December,31,22,No Holiday,A2008,13
12/21/2008,BRONX,Sunday,December,37,25,No Holiday,A2008,17
12/21/2008,MANHATTAN,Sunday,December,37,25,No Holiday,A2008,17
12/21/2008,STATEN ISLAND,Sunday,December,37,25,No Holiday,A2008,5
12/22/2008,BRONX,Monday,December,27,13,No Holiday,A2008,24
12/22/2008,MANHATTAN,Monday,December,27,13,No Holiday,A2008,20
12/22/2008,STATEN ISLAND,Monday,December,27,13,No Holiday,A2008,4
12/23/2008,BRONX,Tuesday,December,31,18,No Holiday,A2008,19
12/23/2008,MANHATTAN,Tuesday,December,31,18,No Holiday,A2008,16
12/23/2008,STATEN ISLAND,Tuesday,December,31,18,No Holiday,A2008,14
12/24/2008,BRONX,Wednesday,December,58,31,No Holiday,A2008,26
12/24/2008,MANHATTAN,Wednesday,December,58,31,No Holiday,A2008,14
12/24/2008,STATEN ISLAND,Wednesday,December,58,31,No Holiday,A2008,3
12/25/2008,BRONX,Thursday,December,57,33,holiday,A2008,34
12/25/2008,MANHATTAN,Thursday,December,57,33,holiday,A2008,22
12/25/2008,STATEN ISLAND,Thursday,December,57,33,holiday,A2008,20
12/26/2008,BRONX,Friday,December,41,32,No Holiday,A2008,24
12/26/2008,MANHATTAN,Friday,December,41,32,No Holiday,A2008,21
12/26/2008,STATEN ISLAND,Friday,December,41,32,No Holiday,A2008,14
12/27/2008,BRONX,Saturday,December,48,41,No Holiday,A2008,29
12/27/2008,MANHATTAN,Saturday,December,48,41,No Holiday,A2008,18
12/27/2008,STATEN ISLAND,Saturday,December,48,41,No Holiday,A2008,4
12/28/2008,BRONX,Sunday,December,65,47,No Holiday,A2008,32
12/28/2008,MANHATTAN,Sunday,December,65,47,No Holiday,A2008,13
12/28/2008,STATEN ISLAND,Sunday,December,65,47,No Holiday,A2008,7
12/29/2008,BRONX,Monday,December,47,37,No Holiday,A2008,26
12/29/2008,MANHATTAN,Monday,December,47,37,No Holiday,A2008,28
12/29/2008,STATEN ISLAND,Monday,December,47,37,No Holiday,A2008,9
12/30/2008,BRONX,Tuesday,December,43,33,No Holiday,A2008,24
12/30/2008,MANHATTAN,Tuesday,December,43,33,No Holiday,A2008,17
12/30/2008,STATEN ISLAND,Tuesday,December,43,33,No Holiday,A2008,9
12/31/2008,BRONX,Wednesday,December,35,18,No Holiday,A2008,22
12/31/2008,MANHATTAN,Wednesday,December,35,18,No Holiday,A2008,13
12/31/2008,STATEN ISLAND,Wednesday,December,35,18,No Holiday,A2008,9
1/1/2009,BRONX,Thursday,January ,26,15,holiday,A2009,66
1/1/2009,MANHATTAN,Thursday,January ,26,15,holiday,A2009,46
1/1/2009,STATEN ISLAND,Thursday,January ,26,15,holiday,A2009,15
1/2/2009,BRONX,Friday,January ,34,23,No Holiday,A2009,21
1/2/2009,MANHATTAN,Friday,January ,34,23,No Holiday,A2009,14
1/2/2009,STATEN ISLAND,Friday,January ,34,23,No Holiday,A2009,14
1/3/2009,BRONX,Saturday,January ,38,29,No Holiday,A2009,29
1/3/2009,MANHATTAN,Saturday,January ,38,29,No Holiday,A2009,15
1/3/2009,STATEN ISLAND,Saturday,January ,38,29,No Holiday,A2009,8
1/4/2009,BRONX,Sunday,January ,42,25,No Holiday,A2009,31
1/4/2009,MANHATTAN,Sunday,January ,42,25,No Holiday,A2009,19
1/4/2009,STATEN ISLAND,Sunday,January ,42,25,No Holiday,A2009,6
1/5/2009,BRONX,Monday,January ,43,38,No Holiday,A2009,26
1/5/2009,MANHATTAN,Monday,January ,43,38,No Holiday,A2009,26
1/5/2009,STATEN ISLAND,Monday,January ,43,38,No Holiday,A2009,6
1/6/2009,BRONX,Tuesday,January ,38,31,No Holiday,A2009,18
1/6/2009,MANHATTAN,Tuesday,January ,38,31,No Holiday,A2009,12
1/7/2009,BRONX,Wednesday,January ,38,31,No Holiday,A2009,21
1/7/2009,MANHATTAN,Wednesday,January ,38,31,No Holiday,A2009,24
1/7/2009,STATEN ISLAND,Wednesday,January ,38,31,No Holiday,A2009,8
1/8/2009,BRONX,Thursday,January ,38,29,No Holiday,A2009,31
1/8/2009,MANHATTAN,Thursday,January ,38,29,No Holiday,A2009,21
1/8/2009,STATEN ISLAND,Thursday,January ,38,29,No Holiday,A2009,8
1/9/2009,BRONX,Friday,January ,32,26,No Holiday,A2009,39
1/9/2009,MANHATTAN,Friday,January ,32,26,No Holiday,A2009,24
1/9/2009,STATEN ISLAND,Friday,January ,32,26,No Holiday,A2009,4
1/10/2009,BRONX,Saturday,January ,30,23,No Holiday,A2009,26
1/10/2009,MANHATTAN,Saturday,January ,30,23,No Holiday,A2009,10
1/10/2009,STATEN ISLAND,Saturday,January ,30,23,No Holiday,A2009,2
1/11/2009,BRONX,Sunday,January ,31,24,No Holiday,A2009,41
1/11/2009,MANHATTAN,Sunday,January ,31,24,No Holiday,A2009,16
1/11/2009,STATEN ISLAND,Sunday,January ,31,24,No Holiday,A2009,4
1/12/2009,BRONX,Monday,January ,33,21,No Holiday,A2009,26
1/12/2009,MANHATTAN,Monday,January ,33,21,No Holiday,A2009,23
1/12/2009,STATEN ISLAND,Monday,January ,33,21,No Holiday,A2009,3
1/13/2009,BRONX,Tuesday,January ,41,28,No Holiday,A2009,44
1/13/2009,MANHATTAN,Tuesday,January ,41,28,No Holiday,A2009,22
1/13/2009,STATEN ISLAND,Tuesday,January ,41,28,No Holiday,A2009,10
1/14/2009,BRONX,Wednesday,January ,36,16,No Holiday,A2009,36
1/14/2009,MANHATTAN,Wednesday,January ,36,16,No Holiday,A2009,29
1/14/2009,STATEN ISLAND,Wednesday,January ,36,16,No Holiday,A2009,7
1/15/2009,BRONX,Thursday,January ,22,15,No Holiday,A2009,27
1/15/2009,MANHATTAN,Thursday,January ,22,15,No Holiday,A2009,21
1/15/2009,STATEN ISLAND,Thursday,January ,22,15,No Holiday,A2009,4
1/16/2009,BRONX,Friday,January ,16,9,No Holiday,A2009,32
1/16/2009,MANHATTAN,Friday,January ,16,9,No Holiday,A2009,12
1/16/2009,STATEN ISLAND,Friday,January ,16,9,No Holiday,A2009,4
1/17/2009,BRONX,Saturday,January ,22,6,No Holiday,A2009,27
1/17/2009,MANHATTAN,Saturday,January ,22,6,No Holiday,A2009,19
1/17/2009,STATEN ISLAND,Saturday,January ,22,6,No Holiday,A2009,8
1/18/2009,BRONX,Sunday,January ,35,22,No Holiday,A2009,36
1/18/2009,MANHATTAN,Sunday,January ,35,22,No Holiday,A2009,20
1/18/2009,STATEN ISLAND,Sunday,January ,35,22,No Holiday,A2009,12
1/19/2009,BRONX,Monday,January ,33,26,holiday,A2009,24
1/19/2009,MANHATTAN,Monday,January ,33,26,holiday,A2009,20
1/19/2009,STATEN ISLAND,Monday,January ,33,26,holiday,A2009,8
1/20/2009,BRONX,Tuesday,January ,29,19,No Holiday,A2009,25
1/20/2009,MANHATTAN,Tuesday,January ,29,19,No Holiday,A2009,24
1/20/2009,STATEN ISLAND,Tuesday,January ,29,19,No Holiday,A2009,9
1/21/2009,BRONX,Wednesday,January ,26,17,No Holiday,A2009,18
1/21/2009,MANHATTAN,Wednesday,January ,26,17,No Holiday,A2009,23
1/21/2009,STATEN ISLAND,Wednesday,January ,26,17,No Holiday,A2009,8
1/22/2009,BRONX,Thursday,January ,37,20,No Holiday,A2009,21
1/22/2009,MANHATTAN,Thursday,January ,37,20,No Holiday,A2009,14
1/22/2009,STATEN ISLAND,Thursday,January ,37,20,No Holiday,A2009,9
1/23/2009,BRONX,Friday,January ,47,31,No Holiday,A2009,29
1/23/2009,MANHATTAN,Friday,January ,47,31,No Holiday,A2009,29
1/23/2009,STATEN ISLAND,Friday,January ,47,31,No Holiday,A2009,7
1/24/2009,BRONX,Saturday,January ,46,17,No Holiday,A2009,22
1/24/2009,MANHATTAN,Saturday,January ,46,17,No Holiday,A2009,17
1/24/2009,STATEN ISLAND,Saturday,January ,46,17,No Holiday,A2009,13
1/25/2009,BRONX,Sunday,January ,27,13,No Holiday,A2009,26
1/25/2009,MANHATTAN,Sunday,January ,27,13,No Holiday,A2009,17
1/25/2009,STATEN ISLAND,Sunday,January ,27,13,No Holiday,A2009,6
1/26/2009,BRONX,Monday,January ,29,19,No Holiday,A2009,28
1/26/2009,MANHATTAN,Monday,January ,29,19,No Holiday,A2009,38
1/26/2009,STATEN ISLAND,Monday,January ,29,19,No Holiday,A2009,6
1/27/2009,BRONX,Tuesday,January ,29,25,No Holiday,A2009,19
1/27/2009,MANHATTAN,Tuesday,January ,29,25,No Holiday,A2009,22
1/27/2009,STATEN ISLAND,Tuesday,January ,29,25,No Holiday,A2009,10
1/28/2009,BRONX,Wednesday,January ,41,24,No Holiday,A2009,28
1/28/2009,MANHATTAN,Wednesday,January ,41,24,No Holiday,A2009,25
1/28/2009,STATEN ISLAND,Wednesday,January ,41,24,No Holiday,A2009,11
1/29/2009,BRONX,Thursday,January ,36,26,No Holiday,A2009,25
1/29/2009,MANHATTAN,Thursday,January ,36,26,No Holiday,A2009,23
1/29/2009,STATEN ISLAND,Thursday,January ,36,26,No Holiday,A2009,7
1/30/2009,BRONX,Friday,January ,35,26,No Holiday,A2009,30
1/30/2009,MANHATTAN,Friday,January ,35,26,No Holiday,A2009,22
1/30/2009,STATEN ISLAND,Friday,January ,35,26,No Holiday,A2009,7
1/31/2009,BRONX,Saturday,January ,27,20,No Holiday,A2009,30
1/31/2009,MANHATTAN,Saturday,January ,27,20,No Holiday,A2009,24
1/31/2009,STATEN ISLAND,Saturday,January ,27,20,No Holiday,A2009,4
2/1/2009,BRONX,Sunday,February,52,26,No Holiday,A2009,32
2/1/2009,MANHATTAN,Sunday,February,52,26,No Holiday,A2009,39
2/1/2009,STATEN ISLAND,Sunday,February,52,26,No Holiday,A2009,8
2/2/2009,BRONX,Monday,February,53,34,No Holiday,A2009,33
2/2/2009,MANHATTAN,Monday,February,53,34,No Holiday,A2009,18
2/2/2009,STATEN ISLAND,Monday,February,53,34,No Holiday,A2009,7
2/3/2009,BRONX,Tuesday,February,34,25,No Holiday,A2009,31
2/3/2009,MANHATTAN,Tuesday,February,34,25,No Holiday,A2009,20
2/3/2009,STATEN ISLAND,Tuesday,February,34,25,No Holiday,A2009,9
2/4/2009,BRONX,Wednesday,February,30,17,No Holiday,A2009,27
2/4/2009,MANHATTAN,Wednesday,February,30,17,No Holiday,A2009,20
2/4/2009,STATEN ISLAND,Wednesday,February,30,17,No Holiday,A2009,8
2/5/2009,BRONX,Thursday,February,23,12,No Holiday,A2009,21
2/5/2009,MANHATTAN,Thursday,February,23,12,No Holiday,A2009,15
2/5/2009,STATEN ISLAND,Thursday,February,23,12,No Holiday,A2009,3
2/6/2009,BRONX,Friday,February,32,15,No Holiday,A2009,29
2/6/2009,MANHATTAN,Friday,February,32,15,No Holiday,A2009,29
2/6/2009,STATEN ISLAND,Friday,February,32,15,No Holiday,A2009,7
2/7/2009,BRONX,Saturday,February,50,28,No Holiday,A2009,23
2/7/2009,MANHATTAN,Saturday,February,50,28,No Holiday,A2009,28
2/7/2009,STATEN ISLAND,Saturday,February,50,28,No Holiday,A2009,6
2/8/2009,BRONX,Sunday,February,58,38,No Holiday,A2009,30
2/8/2009,MANHATTAN,Sunday,February,58,38,No Holiday,A2009,10
2/8/2009,STATEN ISLAND,Sunday,February,58,38,No Holiday,A2009,8
2/9/2009,BRONX,Monday,February,45,33,No Holiday,A2009,33
2/9/2009,MANHATTAN,Monday,February,45,33,No Holiday,A2009,30
2/9/2009,STATEN ISLAND,Monday,February,45,33,No Holiday,A2009,12
2/10/2009,BRONX,Tuesday,February,50,35,No Holiday,A2009,31
2/10/2009,MANHATTAN,Tuesday,February,50,35,No Holiday,A2009,21
2/10/2009,STATEN ISLAND,Tuesday,February,50,35,No Holiday,A2009,12
2/11/2009,BRONX,Wednesday,February,65,45,No Holiday,A2009,23
2/11/2009,MANHATTAN,Wednesday,February,65,45,No Holiday,A2009,18
2/11/2009,STATEN ISLAND,Wednesday,February,65,45,No Holiday,A2009,7
2/12/2009,BRONX,Thursday,February,57,44,No Holiday,A2009,25
2/12/2009,MANHATTAN,Thursday,February,57,44,No Holiday,A2009,16
2/12/2009,STATEN ISLAND,Thursday,February,57,44,No Holiday,A2009,11
2/13/2009,BRONX,Friday,February,44,31,No Holiday,A2009,40
2/13/2009,MANHATTAN,Friday,February,44,31,No Holiday,A2009,22
2/13/2009,STATEN ISLAND,Friday,February,44,31,No Holiday,A2009,5
2/14/2009,BRONX,Saturday,February,41,28,No Holiday,A2009,32
2/14/2009,MANHATTAN,Saturday,February,41,28,No Holiday,A2009,10
2/14/2009,STATEN ISLAND,Saturday,February,41,28,No Holiday,A2009,10
2/15/2009,BRONX,Sunday,February,42,28,No Holiday,A2009,23
2/15/2009,MANHATTAN,Sunday,February,42,28,No Holiday,A2009,22
2/15/2009,STATEN ISLAND,Sunday,February,42,28,No Holiday,A2009,4
2/16/2009,BRONX,Monday,February,40,28,holiday,A2009,28
2/16/2009,MANHATTAN,Monday,February,40,28,holiday,A2009,25
2/16/2009,STATEN ISLAND,Monday,February,40,28,holiday,A2009,9
2/17/2009,BRONX,Tuesday,February,40,24,No Holiday,A2009,26
2/17/2009,MANHATTAN,Tuesday,February,40,24,No Holiday,A2009,24
2/17/2009,STATEN ISLAND,Tuesday,February,40,24,No Holiday,A2009,7
2/18/2009,BRONX,Wednesday,February,44,32,No Holiday,A2009,20
2/18/2009,MANHATTAN,Wednesday,February,44,32,No Holiday,A2009,19
2/18/2009,STATEN ISLAND,Wednesday,February,44,32,No Holiday,A2009,7
2/19/2009,BRONX,Thursday,February,50,27,No Holiday,A2009,29
2/19/2009,MANHATTAN,Thursday,February,50,27,No Holiday,A2009,16
2/19/2009,STATEN ISLAND,Thursday,February,50,27,No Holiday,A2009,4
2/20/2009,BRONX,Friday,February,33,23,No Holiday,A2009,34
2/20/2009,MANHATTAN,Friday,February,33,23,No Holiday,A2009,29
2/20/2009,STATEN ISLAND,Friday,February,33,23,No Holiday,A2009,6
2/21/2009,BRONX,Saturday,February,42,26,No Holiday,A2009,35
2/21/2009,MANHATTAN,Saturday,February,42,26,No Holiday,A2009,14
2/21/2009,STATEN ISLAND,Saturday,February,42,26,No Holiday,A2009,14
2/22/2009,BRONX,Sunday,February,44,31,No Holiday,A2009,24
2/22/2009,MANHATTAN,Sunday,February,44,31,No Holiday,A2009,18
2/22/2009,STATEN ISLAND,Sunday,February,44,31,No Holiday,A2009,8
2/23/2009,BRONX,Monday,February,34,24,No Holiday,A2009,29
2/23/2009,MANHATTAN,Monday,February,34,24,No Holiday,A2009,18
2/23/2009,STATEN ISLAND,Monday,February,34,24,No Holiday,A2009,3
2/24/2009,BRONX,Tuesday,February,37,22,No Holiday,A2009,34
2/24/2009,MANHATTAN,Tuesday,February,37,22,No Holiday,A2009,24
2/24/2009,STATEN ISLAND,Tuesday,February,37,22,No Holiday,A2009,11
2/25/2009,BRONX,Wednesday,February,42,24,No Holiday,A2009,32
2/25/2009,MANHATTAN,Wednesday,February,42,24,No Holiday,A2009,19
2/25/2009,STATEN ISLAND,Wednesday,February,42,24,No Holiday,A2009,13
2/26/2009,BRONX,Thursday,February,50,35,No Holiday,A2009,27
2/26/2009,MANHATTAN,Thursday,February,50,35,No Holiday,A2009,22
2/26/2009,STATEN ISLAND,Thursday,February,50,35,No Holiday,A2009,9
2/27/2009,BRONX,Friday,February,61,43,No Holiday,A2009,38
2/27/2009,MANHATTAN,Friday,February,61,43,No Holiday,A2009,27
2/27/2009,STATEN ISLAND,Friday,February,61,43,No Holiday,A2009,11
2/28/2009,BRONX,Saturday,February,54,31,No Holiday,A2009,32
2/28/2009,MANHATTAN,Saturday,February,54,31,No Holiday,A2009,22
2/28/2009,STATEN ISLAND,Saturday,February,54,31,No Holiday,A2009,6
3/1/2009,BRONX,Sunday,March,36,28,No Holiday,A2009,35
3/1/2009,MANHATTAN,Sunday,March,36,28,No Holiday,A2009,28
3/1/2009,STATEN ISLAND,Sunday,March,36,28,No Holiday,A2009,7
3/2/2009,BRONX,Monday,March,28,16,No Holiday,A2009,26
3/2/2009,MANHATTAN,Monday,March,28,16,No Holiday,A2009,24
3/2/2009,STATEN ISLAND,Monday,March,28,16,No Holiday,A2009,5
3/3/2009,BRONX,Tuesday,March,26,12,No Holiday,A2009,24
3/3/2009,MANHATTAN,Tuesday,March,26,12,No Holiday,A2009,20
3/3/2009,STATEN ISLAND,Tuesday,March,26,12,No Holiday,A2009,10
3/4/2009,BRONX,Wednesday,March,34,18,No Holiday,A2009,25
3/4/2009,MANHATTAN,Wednesday,March,34,18,No Holiday,A2009,13
3/4/2009,STATEN ISLAND,Wednesday,March,34,18,No Holiday,A2009,7
3/5/2009,BRONX,Thursday,March,43,28,No Holiday,A2009,36
3/5/2009,MANHATTAN,Thursday,March,43,28,No Holiday,A2009,28
3/5/2009,STATEN ISLAND,Thursday,March,43,28,No Holiday,A2009,2
3/6/2009,BRONX,Friday,March,55,38,No Holiday,A2009,32
3/6/2009,MANHATTAN,Friday,March,55,38,No Holiday,A2009,18
3/6/2009,STATEN ISLAND,Friday,March,55,38,No Holiday,A2009,17
3/7/2009,BRONX,Saturday,March,70,51,No Holiday,A2009,36
3/7/2009,MANHATTAN,Saturday,March,70,51,No Holiday,A2009,26
3/7/2009,STATEN ISLAND,Saturday,March,70,51,No Holiday,A2009,8
3/8/2009,BRONX,Sunday,March,64,49,No Holiday,A2009,46
3/8/2009,MANHATTAN,Sunday,March,64,49,No Holiday,A2009,24
3/8/2009,STATEN ISLAND,Sunday,March,64,49,No Holiday,A2009,9
3/9/2009,BRONX,Monday,March,49,38,No Holiday,A2009,31
3/9/2009,MANHATTAN,Monday,March,49,38,No Holiday,A2009,32
3/9/2009,STATEN ISLAND,Monday,March,49,38,No Holiday,A2009,2
3/10/2009,BRONX,Tuesday,March,47,37,No Holiday,A2009,34
3/10/2009,MANHATTAN,Tuesday,March,47,37,No Holiday,A2009,14
3/10/2009,STATEN ISLAND,Tuesday,March,47,37,No Holiday,A2009,5
3/11/2009,BRONX,Wednesday,March,58,41,No Holiday,A2009,31
3/11/2009,MANHATTAN,Wednesday,March,58,41,No Holiday,A2009,21
3/11/2009,STATEN ISLAND,Wednesday,March,58,41,No Holiday,A2009,9
3/12/2009,BRONX,Thursday,March,44,32,No Holiday,A2009,37
3/12/2009,MANHATTAN,Thursday,March,44,32,No Holiday,A2009,16
3/12/2009,STATEN ISLAND,Thursday,March,44,32,No Holiday,A2009,5
3/13/2009,BRONX,Friday,March,40,27,No Holiday,A2009,44
3/13/2009,MANHATTAN,Friday,March,40,27,No Holiday,A2009,35
3/13/2009,STATEN ISLAND,Friday,March,40,27,No Holiday,A2009,4
3/14/2009,BRONX,Saturday,March,51,32,No Holiday,A2009,24
3/14/2009,MANHATTAN,Saturday,March,51,32,No Holiday,A2009,19
3/14/2009,STATEN ISLAND,Saturday,March,51,32,No Holiday,A2009,6
3/15/2009,BRONX,Sunday,March,51,42,No Holiday,A2009,33
3/15/2009,MANHATTAN,Sunday,March,51,42,No Holiday,A2009,25
3/15/2009,STATEN ISLAND,Sunday,March,51,42,No Holiday,A2009,7
3/16/2009,BRONX,Monday,March,47,40,No Holiday,A2009,33
3/16/2009,MANHATTAN,Monday,March,47,40,No Holiday,A2009,29
3/16/2009,STATEN ISLAND,Monday,March,47,40,No Holiday,A2009,9
3/17/2009,BRONX,Tuesday,March,55,36,No Holiday,A2009,28
3/17/2009,MANHATTAN,Tuesday,March,55,36,No Holiday,A2009,22
3/17/2009,STATEN ISLAND,Tuesday,March,55,36,No Holiday,A2009,13
3/18/2009,BRONX,Wednesday,March,64,41,No Holiday,A2009,37
3/18/2009,MANHATTAN,Wednesday,March,64,41,No Holiday,A2009,26
3/18/2009,STATEN ISLAND,Wednesday,March,64,41,No Holiday,A2009,6
3/19/2009,BRONX,Thursday,March,53,42,No Holiday,A2009,36
3/19/2009,MANHATTAN,Thursday,March,53,42,No Holiday,A2009,24
3/19/2009,STATEN ISLAND,Thursday,March,53,42,No Holiday,A2009,8
3/20/2009,BRONX,Friday,March,46,33,No Holiday,A2009,33
3/20/2009,MANHATTAN,Friday,March,46,33,No Holiday,A2009,23
3/20/2009,STATEN ISLAND,Friday,March,46,33,No Holiday,A2009,8
3/21/2009,BRONX,Saturday,March,49,31,No Holiday,A2009,39
3/21/2009,MANHATTAN,Saturday,March,49,31,No Holiday,A2009,17
3/21/2009,STATEN ISLAND,Saturday,March,49,31,No Holiday,A2009,4
3/22/2009,BRONX,Sunday,March,54,35,No Holiday,A2009,41
3/22/2009,MANHATTAN,Sunday,March,54,35,No Holiday,A2009,19
3/22/2009,STATEN ISLAND,Sunday,March,54,35,No Holiday,A2009,5
3/23/2009,BRONX,Monday,March,44,29,No Holiday,A2009,39
3/23/2009,MANHATTAN,Monday,March,44,29,No Holiday,A2009,9
3/23/2009,STATEN ISLAND,Monday,March,44,29,No Holiday,A2009,6
3/24/2009,BRONX,Tuesday,March,50,27,No Holiday,A2009,34
3/24/2009,MANHATTAN,Tuesday,March,50,27,No Holiday,A2009,22
3/24/2009,STATEN ISLAND,Tuesday,March,50,27,No Holiday,A2009,3
