date,Borough,week day,Month,TMAX,TMIN,holiday,Year,Total
10/10/2013,STATEN ISLAND,Thursday,October,65,54,No Holiday,A2013,11
10/11/2013,BRONX,Friday,October,68,60,No Holiday,A2013,41
10/11/2013,MANHATTAN,Friday,October,68,60,No Holiday,A2013,31
10/11/2013,STATEN ISLAND,Friday,October,68,60,No Holiday,A2013,18
10/12/2013,BRONX,Saturday,October,72,60,No Holiday,A2013,51
10/12/2013,MANHATTAN,Saturday,October,72,60,No Holiday,A2013,15
10/12/2013,STATEN ISLAND,Saturday,October,72,60,No Holiday,A2013,16
10/13/2013,BRONX,Sunday,October,65,56,No Holiday,A2013,56
10/13/2013,MANHATTAN,Sunday,October,65,56,No Holiday,A2013,18
10/13/2013,STATEN ISLAND,Sunday,October,65,56,No Holiday,A2013,17
10/14/2013,BRONX,Monday,October,66,52,holiday,A2013,31
10/14/2013,MANHATTAN,Monday,October,66,52,holiday,A2013,24
10/14/2013,STATEN ISLAND,Monday,October,66,52,holiday,A2013,17
10/15/2013,BRONX,Tuesday,October,72,53,No Holiday,A2013,37
10/15/2013,MANHATTAN,Tuesday,October,72,53,No Holiday,A2013,18
10/15/2013,STATEN ISLAND,Tuesday,October,72,53,No Holiday,A2013,10
10/16/2013,BRONX,Wednesday,October,67,56,No Holiday,A2013,33
10/16/2013,MANHATTAN,Wednesday,October,67,56,No Holiday,A2013,14
10/16/2013,STATEN ISLAND,Wednesday,October,67,56,No Holiday,A2013,11
10/17/2013,BRONX,Thursday,October,73,61,No Holiday,A2013,47
10/17/2013,MANHATTAN,Thursday,October,73,61,No Holiday,A2013,26
10/17/2013,STATEN ISLAND,Thursday,October,73,61,No Holiday,A2013,13
10/18/2013,BRONX,Friday,October,68,55,No Holiday,A2013,34
10/18/2013,MANHATTAN,Friday,October,68,55,No Holiday,A2013,17
10/18/2013,STATEN ISLAND,Friday,October,68,55,No Holiday,A2013,13
10/19/2013,BRONX,Saturday,October,64,52,No Holiday,A2013,42
10/19/2013,MANHATTAN,Saturday,October,64,52,No Holiday,A2013,18
10/19/2013,STATEN ISLAND,Saturday,October,64,52,No Holiday,A2013,14
10/20/2013,BRONX,Sunday,October,63,50,No Holiday,A2013,31
10/20/2013,MANHATTAN,Sunday,October,63,50,No Holiday,A2013,18
10/20/2013,STATEN ISLAND,Sunday,October,63,50,No Holiday,A2013,14
10/21/2013,BRONX,Monday,October,66,50,No Holiday,A2013,43
10/21/2013,MANHATTAN,Monday,October,66,50,No Holiday,A2013,26
10/21/2013,STATEN ISLAND,Monday,October,66,50,No Holiday,A2013,13
10/22/2013,BRONX,Tuesday,October,67,51,No Holiday,A2013,31
10/22/2013,MANHATTAN,Tuesday,October,67,51,No Holiday,A2013,11
10/22/2013,STATEN ISLAND,Tuesday,October,67,51,No Holiday,A2013,9
10/23/2013,BRONX,Wednesday,October,55,45,No Holiday,A2013,33
10/23/2013,MANHATTAN,Wednesday,October,55,45,No Holiday,A2013,21
10/23/2013,STATEN ISLAND,Wednesday,October,55,45,No Holiday,A2013,8
10/24/2013,BRONX,Thursday,October,54,41,No Holiday,A2013,42
10/24/2013,MANHATTAN,Thursday,October,54,41,No Holiday,A2013,29
10/24/2013,STATEN ISLAND,Thursday,October,54,41,No Holiday,A2013,10
10/25/2013,BRONX,Friday,October,53,40,No Holiday,A2013,36
10/25/2013,MANHATTAN,Friday,October,53,40,No Holiday,A2013,36
10/25/2013,STATEN ISLAND,Friday,October,53,40,No Holiday,A2013,6
10/26/2013,BRONX,Saturday,October,55,41,No Holiday,A2013,29
10/26/2013,MANHATTAN,Saturday,October,55,41,No Holiday,A2013,18
10/26/2013,STATEN ISLAND,Saturday,October,55,41,No Holiday,A2013,11
10/27/2013,BRONX,Sunday,October,58,46,No Holiday,A2013,41
10/27/2013,MANHATTAN,Sunday,October,58,46,No Holiday,A2013,25
10/27/2013,STATEN ISLAND,Sunday,October,58,46,No Holiday,A2013,10
10/28/2013,BRONX,Monday,October,61,43,No Holiday,A2013,50
10/28/2013,MANHATTAN,Monday,October,61,43,No Holiday,A2013,28
10/28/2013,STATEN ISLAND,Monday,October,61,43,No Holiday,A2013,17
10/29/2013,BRONX,Tuesday,October,56,44,No Holiday,A2013,38
10/29/2013,MANHATTAN,Tuesday,October,56,44,No Holiday,A2013,22
10/29/2013,STATEN ISLAND,Tuesday,October,56,44,No Holiday,A2013,11
10/30/2013,BRONX,Wednesday,October,60,47,No Holiday,A2013,45
10/30/2013,MANHATTAN,Wednesday,October,60,47,No Holiday,A2013,19
10/30/2013,STATEN ISLAND,Wednesday,October,60,47,No Holiday,A2013,7
10/31/2013,BRONX,Thursday,October,66,53,No Holiday,A2013,31
10/31/2013,MANHATTAN,Thursday,October,66,53,No Holiday,A2013,22
10/31/2013,STATEN ISLAND,Thursday,October,66,53,No Holiday,A2013,19
11/1/2013,BRONX,Friday,November,70,59,No Holiday,A2013,43
11/1/2013,MANHATTAN,Friday,November,70,59,No Holiday,A2013,43
11/1/2013,STATEN ISLAND,Friday,November,70,59,No Holiday,A2013,18
11/2/2013,BRONX,Saturday,November,68,55,No Holiday,A2013,51
11/2/2013,MANHATTAN,Saturday,November,68,55,No Holiday,A2013,25
11/2/2013,STATEN ISLAND,Saturday,November,68,55,No Holiday,A2013,13
11/3/2013,BRONX,Sunday,November,55,37,No Holiday,A2013,38
11/3/2013,MANHATTAN,Sunday,November,55,37,No Holiday,A2013,27
11/3/2013,STATEN ISLAND,Sunday,November,55,37,No Holiday,A2013,7
11/4/2013,BRONX,Monday,November,46,35,No Holiday,A2013,32
11/4/2013,MANHATTAN,Monday,November,46,35,No Holiday,A2013,26
11/4/2013,STATEN ISLAND,Monday,November,46,35,No Holiday,A2013,19
11/5/2013,BRONX,Tuesday,November,55,41,No Holiday,A2013,32
11/5/2013,MANHATTAN,Tuesday,November,55,41,No Holiday,A2013,16
11/5/2013,STATEN ISLAND,Tuesday,November,55,41,No Holiday,A2013,12
11/6/2013,BRONX,Wednesday,November,61,49,No Holiday,A2013,39
11/6/2013,MANHATTAN,Wednesday,November,61,49,No Holiday,A2013,31
11/6/2013,STATEN ISLAND,Wednesday,November,61,49,No Holiday,A2013,10
11/7/2013,BRONX,Thursday,November,64,44,No Holiday,A2013,24
11/7/2013,MANHATTAN,Thursday,November,64,44,No Holiday,A2013,25
11/7/2013,STATEN ISLAND,Thursday,November,64,44,No Holiday,A2013,12
11/8/2013,BRONX,Friday,November,50,40,No Holiday,A2013,33
11/8/2013,MANHATTAN,Friday,November,50,40,No Holiday,A2013,18
11/8/2013,STATEN ISLAND,Friday,November,50,40,No Holiday,A2013,9
11/9/2013,BRONX,Saturday,November,50,38,No Holiday,A2013,32
11/9/2013,MANHATTAN,Saturday,November,50,38,No Holiday,A2013,19
11/9/2013,STATEN ISLAND,Saturday,November,50,38,No Holiday,A2013,13
11/10/2013,BRONX,Sunday,November,61,44,No Holiday,A2013,39
11/10/2013,MANHATTAN,Sunday,November,61,44,No Holiday,A2013,27
11/10/2013,STATEN ISLAND,Sunday,November,61,44,No Holiday,A2013,9
11/11/2013,BRONX,Monday,November,53,43,holiday,A2013,27
11/11/2013,MANHATTAN,Monday,November,53,43,holiday,A2013,15
11/11/2013,STATEN ISLAND,Monday,November,53,43,holiday,A2013,11
11/12/2013,BRONX,Tuesday,November,52,31,No Holiday,A2013,24
11/12/2013,MANHATTAN,Tuesday,November,52,31,No Holiday,A2013,17
11/12/2013,STATEN ISLAND,Tuesday,November,52,31,No Holiday,A2013,10
11/13/2013,BRONX,Wednesday,November,39,29,No Holiday,A2013,37
11/13/2013,MANHATTAN,Wednesday,November,39,29,No Holiday,A2013,22
11/13/2013,STATEN ISLAND,Wednesday,November,39,29,No Holiday,A2013,11
11/14/2013,BRONX,Thursday,November,52,33,No Holiday,A2013,38
11/14/2013,MANHATTAN,Thursday,November,52,33,No Holiday,A2013,17
11/14/2013,STATEN ISLAND,Thursday,November,52,33,No Holiday,A2013,16
11/15/2013,BRONX,Friday,November,57,44,No Holiday,A2013,46
11/15/2013,MANHATTAN,Friday,November,57,44,No Holiday,A2013,25
11/15/2013,STATEN ISLAND,Friday,November,57,44,No Holiday,A2013,14
11/16/2013,BRONX,Saturday,November,60,45,No Holiday,A2013,47
11/16/2013,MANHATTAN,Saturday,November,60,45,No Holiday,A2013,18
11/16/2013,STATEN ISLAND,Saturday,November,60,45,No Holiday,A2013,16
11/17/2013,BRONX,Sunday,November,60,51,No Holiday,A2013,41
11/17/2013,MANHATTAN,Sunday,November,60,51,No Holiday,A2013,14
11/17/2013,STATEN ISLAND,Sunday,November,60,51,No Holiday,A2013,17
11/18/2013,BRONX,Monday,November,65,51,No Holiday,A2013,42
11/18/2013,MANHATTAN,Monday,November,65,51,No Holiday,A2013,17
11/18/2013,STATEN ISLAND,Monday,November,65,51,No Holiday,A2013,17
11/19/2013,BRONX,Tuesday,November,51,36,No Holiday,A2013,37
11/19/2013,MANHATTAN,Tuesday,November,51,36,No Holiday,A2013,25
11/19/2013,STATEN ISLAND,Tuesday,November,51,36,No Holiday,A2013,13
11/20/2013,BRONX,Wednesday,November,44,32,No Holiday,A2013,39
11/20/2013,MANHATTAN,Wednesday,November,44,32,No Holiday,A2013,19
11/20/2013,STATEN ISLAND,Wednesday,November,44,32,No Holiday,A2013,12
11/21/2013,BRONX,Thursday,November,52,35,No Holiday,A2013,28
11/21/2013,MANHATTAN,Thursday,November,52,35,No Holiday,A2013,22
11/21/2013,STATEN ISLAND,Thursday,November,52,35,No Holiday,A2013,9
11/22/2013,BRONX,Friday,November,57,51,No Holiday,A2013,32
11/22/2013,MANHATTAN,Friday,November,57,51,No Holiday,A2013,22
11/22/2013,STATEN ISLAND,Friday,November,57,51,No Holiday,A2013,16
11/23/2013,BRONX,Saturday,November,54,31,No Holiday,A2013,31
11/23/2013,MANHATTAN,Saturday,November,54,31,No Holiday,A2013,13
11/23/2013,STATEN ISLAND,Saturday,November,54,31,No Holiday,A2013,10
11/24/2013,BRONX,Sunday,November,30,23,No Holiday,A2013,28
11/24/2013,MANHATTAN,Sunday,November,30,23,No Holiday,A2013,12
11/24/2013,STATEN ISLAND,Sunday,November,30,23,No Holiday,A2013,11
11/25/2013,BRONX,Monday,November,35,23,No Holiday,A2013,47
11/25/2013,MANHATTAN,Monday,November,35,23,No Holiday,A2013,26
11/25/2013,STATEN ISLAND,Monday,November,35,23,No Holiday,A2013,11
11/26/2013,BRONX,Tuesday,November,47,33,No Holiday,A2013,37
11/26/2013,MANHATTAN,Tuesday,November,47,33,No Holiday,A2013,29
11/26/2013,STATEN ISLAND,Tuesday,November,47,33,No Holiday,A2013,11
11/27/2013,BRONX,Wednesday,November,62,35,No Holiday,A2013,35
11/27/2013,MANHATTAN,Wednesday,November,62,35,No Holiday,A2013,31
11/27/2013,STATEN ISLAND,Wednesday,November,62,35,No Holiday,A2013,3
11/28/2013,BRONX,Thursday,November,35,30,holiday,A2013,46
11/28/2013,MANHATTAN,Thursday,November,35,30,holiday,A2013,22
11/28/2013,STATEN ISLAND,Thursday,November,35,30,holiday,A2013,6
11/29/2013,BRONX,Friday,November,39,29,No Holiday,A2013,33
11/29/2013,MANHATTAN,Friday,November,39,29,No Holiday,A2013,19
11/29/2013,STATEN ISLAND,Friday,November,39,29,No Holiday,A2013,13
11/30/2013,BRONX,Saturday,November,39,25,No Holiday,A2013,29
11/30/2013,MANHATTAN,Saturday,November,39,25,No Holiday,A2013,20
11/30/2013,STATEN ISLAND,Saturday,November,39,25,No Holiday,A2013,4
12/1/2013,BRONX,Sunday,December,49,36,No Holiday,A2013,35
12/1/2013,MANHATTAN,Sunday,December,49,36,No Holiday,A2013,31
12/1/2013,STATEN ISLAND,Sunday,December,49,36,No Holiday,A2013,13
12/2/2013,BRONX,Monday,December,49,41,No Holiday,A2013,29
12/2/2013,MANHATTAN,Monday,December,49,41,No Holiday,A2013,29
12/2/2013,STATEN ISLAND,Monday,December,49,41,No Holiday,A2013,12
12/3/2013,BRONX,Tuesday,December,53,38,No Holiday,A2013,28
12/3/2013,MANHATTAN,Tuesday,December,53,38,No Holiday,A2013,27
12/3/2013,STATEN ISLAND,Tuesday,December,53,38,No Holiday,A2013,19
12/4/2013,BRONX,Wednesday,December,52,41,No Holiday,A2013,35
12/4/2013,MANHATTAN,Wednesday,December,52,41,No Holiday,A2013,17
12/4/2013,STATEN ISLAND,Wednesday,December,52,41,No Holiday,A2013,12
12/5/2013,BRONX,Thursday,December,60,48,No Holiday,A2013,41
12/5/2013,MANHATTAN,Thursday,December,60,48,No Holiday,A2013,19
12/5/2013,STATEN ISLAND,Thursday,December,60,48,No Holiday,A2013,9
12/6/2013,BRONX,Friday,December,62,37,No Holiday,A2013,40
12/6/2013,MANHATTAN,Friday,December,62,37,No Holiday,A2013,22
12/6/2013,STATEN ISLAND,Friday,December,62,37,No Holiday,A2013,8
12/7/2013,BRONX,Saturday,December,41,32,No Holiday,A2013,42
12/7/2013,MANHATTAN,Saturday,December,41,32,No Holiday,A2013,18
12/7/2013,STATEN ISLAND,Saturday,December,41,32,No Holiday,A2013,15
12/8/2013,BRONX,Sunday,December,33,29,No Holiday,A2013,34
12/8/2013,MANHATTAN,Sunday,December,33,29,No Holiday,A2013,24
12/8/2013,STATEN ISLAND,Sunday,December,33,29,No Holiday,A2013,9
12/9/2013,BRONX,Monday,December,39,31,No Holiday,A2013,36
12/9/2013,MANHATTAN,Monday,December,39,31,No Holiday,A2013,21
12/9/2013,STATEN ISLAND,Monday,December,39,31,No Holiday,A2013,6
12/10/2013,BRONX,Tuesday,December,37,30,No Holiday,A2013,44
12/10/2013,MANHATTAN,Tuesday,December,37,30,No Holiday,A2013,23
12/10/2013,STATEN ISLAND,Tuesday,December,37,30,No Holiday,A2013,15
12/11/2013,BRONX,Wednesday,December,33,27,No Holiday,A2013,29
12/11/2013,MANHATTAN,Wednesday,December,33,27,No Holiday,A2013,21
12/11/2013,STATEN ISLAND,Wednesday,December,33,27,No Holiday,A2013,11
12/12/2013,BRONX,Thursday,December,30,23,No Holiday,A2013,31
12/12/2013,MANHATTAN,Thursday,December,30,23,No Holiday,A2013,20
12/12/2013,STATEN ISLAND,Thursday,December,30,23,No Holiday,A2013,6
12/13/2013,BRONX,Friday,December,35,23,No Holiday,A2013,36
12/13/2013,MANHATTAN,Friday,December,35,23,No Holiday,A2013,34
12/13/2013,STATEN ISLAND,Friday,December,35,23,No Holiday,A2013,15
12/14/2013,BRONX,Saturday,December,34,22,No Holiday,A2013,28
12/14/2013,MANHATTAN,Saturday,December,34,22,No Holiday,A2013,22
12/14/2013,STATEN ISLAND,Saturday,December,34,22,No Holiday,A2013,7
12/15/2013,BRONX,Sunday,December,40,30,No Holiday,A2013,31
12/15/2013,MANHATTAN,Sunday,December,40,30,No Holiday,A2013,24
12/15/2013,STATEN ISLAND,Sunday,December,40,30,No Holiday,A2013,5
12/16/2013,BRONX,Monday,December,33,25,No Holiday,A2013,36
12/16/2013,MANHATTAN,Monday,December,33,25,No Holiday,A2013,24
12/16/2013,STATEN ISLAND,Monday,December,33,25,No Holiday,A2013,10
12/17/2013,BRONX,Tuesday,December,32,24,No Holiday,A2013,38
12/17/2013,MANHATTAN,Tuesday,December,32,24,No Holiday,A2013,30
12/17/2013,STATEN ISLAND,Tuesday,December,32,24,No Holiday,A2013,11
12/18/2013,BRONX,Wednesday,December,37,23,No Holiday,A2013,24
12/18/2013,MANHATTAN,Wednesday,December,37,23,No Holiday,A2013,15
12/18/2013,STATEN ISLAND,Wednesday,December,37,23,No Holiday,A2013,8
12/19/2013,BRONX,Thursday,December,47,30,No Holiday,A2013,39
12/19/2013,MANHATTAN,Thursday,December,47,30,No Holiday,A2013,25
12/19/2013,STATEN ISLAND,Thursday,December,47,30,No Holiday,A2013,11
12/20/2013,BRONX,Friday,December,53,41,No Holiday,A2013,30
12/20/2013,MANHATTAN,Friday,December,53,41,No Holiday,A2013,20
12/20/2013,STATEN ISLAND,Friday,December,53,41,No Holiday,A2013,13
12/21/2013,BRONX,Saturday,December,65,51,No Holiday,A2013,28
12/21/2013,MANHATTAN,Saturday,December,65,51,No Holiday,A2013,18
12/21/2013,STATEN ISLAND,Saturday,December,65,51,No Holiday,A2013,10
12/22/2013,BRONX,Sunday,December,71,61,No Holiday,A2013,43
12/22/2013,MANHATTAN,Sunday,December,71,61,No Holiday,A2013,24
12/22/2013,STATEN ISLAND,Sunday,December,71,61,No Holiday,A2013,14
12/23/2013,BRONX,Monday,December,64,42,No Holiday,A2013,33
12/23/2013,MANHATTAN,Monday,December,64,42,No Holiday,A2013,23
12/23/2013,STATEN ISLAND,Monday,December,64,42,No Holiday,A2013,9
12/24/2013,BRONX,Tuesday,December,42,26,No Holiday,A2013,37
12/24/2013,MANHATTAN,Tuesday,December,42,26,No Holiday,A2013,26
12/24/2013,STATEN ISLAND,Tuesday,December,42,26,No Holiday,A2013,9
12/25/2013,BRONX,Wednesday,December,31,19,holiday,A2013,37
12/25/2013,MANHATTAN,Wednesday,December,31,19,holiday,A2013,14
12/25/2013,STATEN ISLAND,Wednesday,December,31,19,holiday,A2013,21
12/26/2013,BRONX,Thursday,December,36,30,No Holiday,A2013,32
12/26/2013,MANHATTAN,Thursday,December,36,30,No Holiday,A2013,15
12/26/2013,STATEN ISLAND,Thursday,December,36,30,No Holiday,A2013,8
12/27/2013,BRONX,Friday,December,40,31,No Holiday,A2013,36
12/27/2013,MANHATTAN,Friday,December,40,31,No Holiday,A2013,13
12/27/2013,STATEN ISLAND,Friday,December,40,31,No Holiday,A2013,13
12/28/2013,BRONX,Saturday,December,55,36,No Holiday,A2013,30
12/28/2013,MANHATTAN,Saturday,December,55,36,No Holiday,A2013,20
12/28/2013,STATEN ISLAND,Saturday,December,55,36,No Holiday,A2013,13
12/29/2013,BRONX,Sunday,December,48,41,No Holiday,A2013,36
12/29/2013,MANHATTAN,Sunday,December,48,41,No Holiday,A2013,23
12/29/2013,STATEN ISLAND,Sunday,December,48,41,No Holiday,A2013,11
12/30/2013,BRONX,Monday,December,45,23,No Holiday,A2013,26
12/30/2013,MANHATTAN,Monday,December,45,23,No Holiday,A2013,17
12/30/2013,STATEN ISLAND,Monday,December,45,23,No Holiday,A2013,6
12/31/2013,BRONX,Tuesday,December,32,21,No Holiday,A2013,35
12/31/2013,MANHATTAN,Tuesday,December,32,21,No Holiday,A2013,16
12/31/2013,STATEN ISLAND,Tuesday,December,32,21,No Holiday,A2013,12
1/1/2014,BRONX,Wednesday,January ,33,24,holiday,A2014,78
1/1/2014,MANHATTAN,Wednesday,January ,33,24,holiday,A2014,39
1/1/2014,STATEN ISLAND,Wednesday,January ,33,24,holiday,A2014,26
1/2/2014,BRONX,Thursday,January ,33,18,No Holiday,A2014,27
1/2/2014,MANHATTAN,Thursday,January ,33,18,No Holiday,A2014,17
1/2/2014,STATEN ISLAND,Thursday,January ,33,18,No Holiday,A2014,10
1/3/2014,BRONX,Friday,January ,18,9,No Holiday,A2014,33
1/3/2014,MANHATTAN,Friday,January ,18,9,No Holiday,A2014,21
1/3/2014,STATEN ISLAND,Friday,January ,18,9,No Holiday,A2014,14
1/4/2014,BRONX,Saturday,January ,29,8,No Holiday,A2014,30
1/4/2014,MANHATTAN,Saturday,January ,29,8,No Holiday,A2014,16
1/4/2014,STATEN ISLAND,Saturday,January ,29,8,No Holiday,A2014,10
1/5/2014,BRONX,Sunday,January ,40,27,No Holiday,A2014,24
1/5/2014,MANHATTAN,Sunday,January ,40,27,No Holiday,A2014,15
1/5/2014,STATEN ISLAND,Sunday,January ,40,27,No Holiday,A2014,8
1/6/2014,BRONX,Monday,January ,55,19,No Holiday,A2014,30
1/6/2014,MANHATTAN,Monday,January ,55,19,No Holiday,A2014,21
1/6/2014,STATEN ISLAND,Monday,January ,55,19,No Holiday,A2014,10
1/7/2014,BRONX,Tuesday,January ,19,4,No Holiday,A2014,25
1/7/2014,MANHATTAN,Tuesday,January ,19,4,No Holiday,A2014,15
1/7/2014,STATEN ISLAND,Tuesday,January ,19,4,No Holiday,A2014,10
1/8/2014,BRONX,Wednesday,January ,22,9,No Holiday,A2014,39
1/8/2014,MANHATTAN,Wednesday,January ,22,9,No Holiday,A2014,18
1/8/2014,STATEN ISLAND,Wednesday,January ,22,9,No Holiday,A2014,12
1/9/2014,BRONX,Thursday,January ,32,22,No Holiday,A2014,26
1/9/2014,MANHATTAN,Thursday,January ,32,22,No Holiday,A2014,24
1/9/2014,STATEN ISLAND,Thursday,January ,32,22,No Holiday,A2014,16
1/10/2014,BRONX,Friday,January ,37,30,No Holiday,A2014,39
1/10/2014,MANHATTAN,Friday,January ,37,30,No Holiday,A2014,21
1/10/2014,STATEN ISLAND,Friday,January ,37,30,No Holiday,A2014,13
1/11/2014,BRONX,Saturday,January ,58,37,No Holiday,A2014,43
1/11/2014,MANHATTAN,Saturday,January ,58,37,No Holiday,A2014,20
1/11/2014,STATEN ISLAND,Saturday,January ,58,37,No Holiday,A2014,9
1/12/2014,BRONX,Sunday,January ,54,38,No Holiday,A2014,45
1/12/2014,MANHATTAN,Sunday,January ,54,38,No Holiday,A2014,24
1/12/2014,STATEN ISLAND,Sunday,January ,54,38,No Holiday,A2014,14
1/13/2014,BRONX,Monday,January ,51,37,No Holiday,A2014,42
1/13/2014,MANHATTAN,Monday,January ,51,37,No Holiday,A2014,24
1/13/2014,STATEN ISLAND,Monday,January ,51,37,No Holiday,A2014,8
1/14/2014,BRONX,Tuesday,January ,52,44,No Holiday,A2014,34
1/14/2014,MANHATTAN,Tuesday,January ,52,44,No Holiday,A2014,23
1/14/2014,STATEN ISLAND,Tuesday,January ,52,44,No Holiday,A2014,10
1/15/2014,BRONX,Wednesday,January ,47,39,No Holiday,A2014,43
1/15/2014,MANHATTAN,Wednesday,January ,47,39,No Holiday,A2014,29
1/15/2014,STATEN ISLAND,Wednesday,January ,47,39,No Holiday,A2014,11
1/16/2014,BRONX,Thursday,January ,42,36,No Holiday,A2014,19
1/16/2014,MANHATTAN,Thursday,January ,42,36,No Holiday,A2014,22
1/16/2014,STATEN ISLAND,Thursday,January ,42,36,No Holiday,A2014,11
1/17/2014,BRONX,Friday,January ,44,33,No Holiday,A2014,44
1/17/2014,MANHATTAN,Friday,January ,44,33,No Holiday,A2014,29
1/17/2014,STATEN ISLAND,Friday,January ,44,33,No Holiday,A2014,8
1/18/2014,BRONX,Saturday,January ,41,29,No Holiday,A2014,31
1/18/2014,MANHATTAN,Saturday,January ,41,29,No Holiday,A2014,24
1/18/2014,STATEN ISLAND,Saturday,January ,41,29,No Holiday,A2014,9
1/19/2014,BRONX,Sunday,January ,38,24,No Holiday,A2014,29
1/19/2014,MANHATTAN,Sunday,January ,38,24,No Holiday,A2014,22
1/19/2014,STATEN ISLAND,Sunday,January ,38,24,No Holiday,A2014,14
1/20/2014,BRONX,Monday,January ,46,31,holiday,A2014,28
1/20/2014,MANHATTAN,Monday,January ,46,31,holiday,A2014,20
1/20/2014,STATEN ISLAND,Monday,January ,46,31,holiday,A2014,17
1/21/2014,BRONX,Tuesday,January ,31,11,No Holiday,A2014,31
1/21/2014,MANHATTAN,Tuesday,January ,31,11,No Holiday,A2014,16
1/21/2014,STATEN ISLAND,Tuesday,January ,31,11,No Holiday,A2014,9
1/22/2014,BRONX,Wednesday,January ,17,5,No Holiday,A2014,24
1/22/2014,MANHATTAN,Wednesday,January ,17,5,No Holiday,A2014,12
1/22/2014,STATEN ISLAND,Wednesday,January ,17,5,No Holiday,A2014,6
1/23/2014,BRONX,Thursday,January ,20,7,No Holiday,A2014,39
1/23/2014,MANHATTAN,Thursday,January ,20,7,No Holiday,A2014,23
1/23/2014,STATEN ISLAND,Thursday,January ,20,7,No Holiday,A2014,8
1/24/2014,BRONX,Friday,January ,20,10,No Holiday,A2014,23
1/24/2014,MANHATTAN,Friday,January ,20,10,No Holiday,A2014,18
1/24/2014,STATEN ISLAND,Friday,January ,20,10,No Holiday,A2014,10
1/25/2014,BRONX,Saturday,January ,28,19,No Holiday,A2014,29
1/25/2014,MANHATTAN,Saturday,January ,28,19,No Holiday,A2014,15
1/25/2014,STATEN ISLAND,Saturday,January ,28,19,No Holiday,A2014,10
1/26/2014,BRONX,Sunday,January ,34,17,No Holiday,A2014,26
1/26/2014,MANHATTAN,Sunday,January ,34,17,No Holiday,A2014,21
1/26/2014,STATEN ISLAND,Sunday,January ,34,17,No Holiday,A2014,17
1/27/2014,BRONX,Monday,January ,44,21,No Holiday,A2014,33
1/27/2014,MANHATTAN,Monday,January ,44,21,No Holiday,A2014,21
1/27/2014,STATEN ISLAND,Monday,January ,44,21,No Holiday,A2014,10
1/28/2014,BRONX,Tuesday,January ,21,12,No Holiday,A2014,28
1/28/2014,MANHATTAN,Tuesday,January ,21,12,No Holiday,A2014,20
1/28/2014,STATEN ISLAND,Tuesday,January ,21,12,No Holiday,A2014,12
1/29/2014,BRONX,Wednesday,January ,23,14,No Holiday,A2014,29
1/29/2014,MANHATTAN,Wednesday,January ,23,14,No Holiday,A2014,19
1/29/2014,STATEN ISLAND,Wednesday,January ,23,14,No Holiday,A2014,10
1/30/2014,BRONX,Thursday,January ,30,16,No Holiday,A2014,31
1/30/2014,MANHATTAN,Thursday,January ,30,16,No Holiday,A2014,33
1/30/2014,STATEN ISLAND,Thursday,January ,30,16,No Holiday,A2014,15
1/31/2014,BRONX,Friday,January ,39,25,No Holiday,A2014,32
1/31/2014,MANHATTAN,Friday,January ,39,25,No Holiday,A2014,18
1/31/2014,STATEN ISLAND,Friday,January ,39,25,No Holiday,A2014,13
2/1/2014,BRONX,Saturday,February,45,36,No Holiday,A2014,44
2/1/2014,MANHATTAN,Saturday,February,45,36,No Holiday,A2014,24
2/1/2014,STATEN ISLAND,Saturday,February,45,36,No Holiday,A2014,14
2/2/2014,BRONX,Sunday,February,56,39,No Holiday,A2014,30
2/2/2014,MANHATTAN,Sunday,February,56,39,No Holiday,A2014,26
2/2/2014,STATEN ISLAND,Sunday,February,56,39,No Holiday,A2014,11
2/3/2014,BRONX,Monday,February,43,27,No Holiday,A2014,31
2/3/2014,MANHATTAN,Monday,February,43,27,No Holiday,A2014,42
2/3/2014,STATEN ISLAND,Monday,February,43,27,No Holiday,A2014,9
2/4/2014,BRONX,Tuesday,February,35,22,No Holiday,A2014,32
2/4/2014,MANHATTAN,Tuesday,February,35,22,No Holiday,A2014,20
2/4/2014,STATEN ISLAND,Tuesday,February,35,22,No Holiday,A2014,8
2/5/2014,BRONX,Wednesday,February,34,29,No Holiday,A2014,24
2/5/2014,MANHATTAN,Wednesday,February,34,29,No Holiday,A2014,21
2/5/2014,STATEN ISLAND,Wednesday,February,34,29,No Holiday,A2014,8
2/6/2014,BRONX,Thursday,February,32,21,No Holiday,A2014,25
2/6/2014,MANHATTAN,Thursday,February,32,21,No Holiday,A2014,16
2/6/2014,STATEN ISLAND,Thursday,February,32,21,No Holiday,A2014,12
2/7/2014,BRONX,Friday,February,32,24,No Holiday,A2014,26
2/7/2014,MANHATTAN,Friday,February,32,24,No Holiday,A2014,15
2/7/2014,STATEN ISLAND,Friday,February,32,24,No Holiday,A2014,19
2/8/2014,BRONX,Saturday,February,29,21,No Holiday,A2014,34
2/8/2014,MANHATTAN,Saturday,February,29,21,No Holiday,A2014,15
2/8/2014,STATEN ISLAND,Saturday,February,29,21,No Holiday,A2014,8
2/9/2014,BRONX,Sunday,February,31,21,No Holiday,A2014,37
2/9/2014,MANHATTAN,Sunday,February,31,21,No Holiday,A2014,22
2/9/2014,STATEN ISLAND,Sunday,February,31,21,No Holiday,A2014,11
2/10/2014,BRONX,Monday,February,29,21,No Holiday,A2014,27
2/10/2014,MANHATTAN,Monday,February,29,21,No Holiday,A2014,17
