date,week day,Month,TMAX,TMIN,holiday
8/5/2007,Sunday,August,85,70,No Holiday
8/6/2007,Monday,August,83,72,No Holiday
8/7/2007,Tuesday,August,89,75,No Holiday
8/8/2007,Wednesday,August,90,73,No Holiday
8/9/2007,Thursday,August,83,72,No Holiday
8/10/2007,Friday,August,72,57,No Holiday
8/11/2007,Saturday,August,81,57,No Holiday
8/12/2007,Sunday,August,85,68,No Holiday
8/13/2007,Monday,August,84,70,No Holiday
8/14/2007,Tuesday,August,81,65,No Holiday
8/15/2007,Wednesday,August,84,67,No Holiday
8/16/2007,Thursday,August,83,74,No Holiday
8/17/2007,Friday,August,85,62,No Holiday
8/18/2007,Saturday,August,74,59,No Holiday
8/19/2007,Sunday,August,71,60,No Holiday
8/20/2007,Monday,August,69,58,No Holiday
8/21/2007,Tuesday,August,59,56,No Holiday
8/22/2007,Wednesday,August,65,56,No Holiday
8/23/2007,Thursday,August,75,62,No Holiday
8/24/2007,Friday,August,83,66,No Holiday
8/25/2007,Saturday,August,87,73,No Holiday
8/26/2007,Sunday,August,80,72,No Holiday
8/27/2007,Monday,August,83,67,No Holiday
8/28/2007,Tuesday,August,83,68,No Holiday
8/29/2007,Wednesday,August,85,67,No Holiday
8/30/2007,Thursday,August,86,70,No Holiday
8/31/2007,Friday,August,78,69,No Holiday
9/1/2007,Saturday,September,79,64,No Holiday
9/2/2007,Sunday,September,78,58,No Holiday
9/3/2007,Monday,September,82,64,holiday
9/4/2007,Tuesday,September,83,69,No Holiday
9/5/2007,Wednesday,September,79,65,No Holiday
9/6/2007,Thursday,September,80,67,No Holiday
9/7/2007,Friday,September,86,70,No Holiday
9/8/2007,Saturday,September,88,71,No Holiday
9/9/2007,Sunday,September,85,71,No Holiday
9/10/2007,Monday,September,79,73,No Holiday
9/11/2007,Tuesday,September,74,69,No Holiday
9/12/2007,Wednesday,September,75,62,No Holiday
9/13/2007,Thursday,September,74,58,No Holiday
9/14/2007,Friday,September,74,64,No Holiday
9/15/2007,Saturday,September,69,55,No Holiday
9/16/2007,Sunday,September,66,50,No Holiday
9/17/2007,Monday,September,69,51,No Holiday
9/18/2007,Tuesday,September,70,53,No Holiday
9/19/2007,Wednesday,September,76,56,No Holiday
9/20/2007,Thursday,September,82,60,No Holiday
9/21/2007,Friday,September,82,63,No Holiday
9/22/2007,Saturday,September,75,65,No Holiday
9/23/2007,Sunday,September,78,62,No Holiday
9/24/2007,Monday,September,79,58,No Holiday
9/25/2007,Tuesday,September,85,63,No Holiday
9/26/2007,Wednesday,September,87,69,No Holiday
9/27/2007,Thursday,September,82,71,No Holiday
9/28/2007,Friday,September,76,61,No Holiday
9/29/2007,Saturday,September,76,58,No Holiday
9/30/2007,Sunday,September,72,56,No Holiday
10/1/2007,Monday,October,69,59,No Holiday
10/2/2007,Tuesday,October,75,58,No Holiday
10/3/2007,Wednesday,October,78,65,No Holiday
10/4/2007,Thursday,October,84,69,No Holiday
10/5/2007,Friday,October,83,67,No Holiday
10/6/2007,Saturday,October,83,66,No Holiday
10/7/2007,Sunday,October,82,67,No Holiday
10/8/2007,Monday,October,87,67,holiday
10/9/2007,Tuesday,October,79,60,No Holiday
10/10/2007,Wednesday,October,69,61,No Holiday
10/11/2007,Thursday,October,67,59,No Holiday
10/12/2007,Friday,October,60,48,No Holiday
10/13/2007,Saturday,October,63,45,No Holiday
10/14/2007,Sunday,October,66,49,No Holiday
10/15/2007,Monday,October,67,49,No Holiday
10/16/2007,Tuesday,October,70,56,No Holiday
10/17/2007,Wednesday,October,73,58,No Holiday
10/18/2007,Thursday,October,77,63,No Holiday
10/19/2007,Friday,October,73,65,No Holiday
10/20/2007,Saturday,October,70,60,No Holiday
10/21/2007,Sunday,October,74,56,No Holiday
10/22/2007,Monday,October,76,59,No Holiday
10/23/2007,Tuesday,October,78,66,No Holiday
10/24/2007,Wednesday,October,67,52,No Holiday
10/25/2007,Thursday,October,57,49,No Holiday
10/26/2007,Friday,October,58,52,No Holiday
10/27/2007,Saturday,October,67,56,No Holiday
10/28/2007,Sunday,October,56,43,No Holiday
10/29/2007,Monday,October,53,38,No Holiday
10/30/2007,Tuesday,October,62,46,No Holiday
10/31/2007,Wednesday,October,64,49,No Holiday
11/1/2007,Thursday,November,66,50,No Holiday
11/2/2007,Friday,November,55,45,No Holiday
11/3/2007,Saturday,November,51,45,No Holiday
11/4/2007,Sunday,November,56,45,No Holiday
11/5/2007,Monday,November,57,44,No Holiday
11/6/2007,Tuesday,November,56,43,No Holiday
11/7/2007,Wednesday,November,49,39,No Holiday
11/8/2007,Thursday,November,46,35,No Holiday
11/9/2007,Friday,November,44,39,No Holiday
11/10/2007,Saturday,November,46,37,No Holiday
11/11/2007,Sunday,November,46,31,holiday
11/12/2007,Monday,November,50,38,No Holiday
11/13/2007,Tuesday,November,59,47,No Holiday
11/14/2007,Wednesday,November,58,45,No Holiday
11/15/2007,Thursday,November,63,43,No Holiday
11/16/2007,Friday,November,47,37,No Holiday
11/17/2007,Saturday,November,46,35,No Holiday
11/18/2007,Sunday,November,44,39,No Holiday
11/19/2007,Monday,November,44,34,No Holiday
11/20/2007,Tuesday,November,48,40,No Holiday
11/21/2007,Wednesday,November,58,43,No Holiday
11/22/2007,Thursday,November,66,40,holiday
11/23/2007,Friday,November,40,30,No Holiday
11/24/2007,Saturday,November,39,26,No Holiday
11/25/2007,Sunday,November,49,34,No Holiday
11/26/2007,Monday,November,62,40,No Holiday
11/27/2007,Tuesday,November,64,43,No Holiday
11/28/2007,Wednesday,November,45,35,No Holiday
11/29/2007,Thursday,November,51,41,No Holiday
11/30/2007,Friday,November,42,35,No Holiday
12/1/2007,Saturday,December,38,25,No Holiday
12/2/2007,Sunday,December,36,20,No Holiday
12/3/2007,Monday,December,47,32,No Holiday
12/4/2007,Tuesday,December,34,28,No Holiday
12/5/2007,Wednesday,December,33,28,No Holiday
12/6/2007,Thursday,December,33,21,No Holiday
12/7/2007,Friday,December,35,28,No Holiday
12/8/2007,Saturday,December,44,34,No Holiday
12/9/2007,Sunday,December,40,34,No Holiday
12/10/2007,Monday,December,40,37,No Holiday
12/11/2007,Tuesday,December,45,35,No Holiday
12/12/2007,Wednesday,December,52,34,No Holiday
12/13/2007,Thursday,December,36,29,No Holiday
12/14/2007,Friday,December,42,31,No Holiday
12/15/2007,Saturday,December,36,29,No Holiday
12/16/2007,Sunday,December,38,29,No Holiday
12/17/2007,Monday,December,33,26,No Holiday
12/18/2007,Tuesday,December,37,29,No Holiday
12/19/2007,Wednesday,December,43,34,No Holiday
12/20/2007,Thursday,December,44,35,No Holiday
12/21/2007,Friday,December,39,36,No Holiday
12/22/2007,Saturday,December,41,35,No Holiday
12/23/2007,Sunday,December,61,41,No Holiday
12/24/2007,Monday,December,50,37,No Holiday
12/25/2007,Tuesday,December,43,35,holiday
12/26/2007,Wednesday,December,39,32,No Holiday
12/27/2007,Thursday,December,43,36,No Holiday
12/28/2007,Friday,December,49,40,No Holiday
12/29/2007,Saturday,December,51,42,No Holiday
12/30/2007,Sunday,December,43,35,No Holiday
12/31/2007,Monday,December,44,35,No Holiday
1/1/2008,Tuesday,January ,47,37,holiday
1/2/2008,Wednesday,January ,38,17,No Holiday
1/3/2008,Thursday,January ,20,12,No Holiday
1/4/2008,Friday,January ,36,16,No Holiday
1/5/2008,Saturday,January ,43,32,No Holiday
1/6/2008,Sunday,January ,50,36,No Holiday
1/7/2008,Monday,January ,62,45,No Holiday
1/8/2008,Tuesday,January ,64,53,No Holiday
1/9/2008,Wednesday,January ,64,47,No Holiday
1/10/2008,Thursday,January ,50,41,No Holiday
1/11/2008,Friday,January ,56,40,No Holiday
1/12/2008,Saturday,January ,49,42,No Holiday
1/13/2008,Sunday,January ,45,36,No Holiday
1/14/2008,Monday,January ,39,34,No Holiday
1/15/2008,Tuesday,January ,38,32,No Holiday
1/16/2008,Wednesday,January ,39,29,No Holiday
1/17/2008,Thursday,January ,39,30,No Holiday
1/18/2008,Friday,January ,48,35,No Holiday
1/19/2008,Saturday,January ,37,32,No Holiday
1/20/2008,Sunday,January ,34,17,No Holiday
1/21/2008,Monday,January ,26,15,holiday
1/22/2008,Tuesday,January ,39,23,No Holiday
1/23/2008,Wednesday,January ,40,30,No Holiday
1/24/2008,Thursday,January ,34,24,No Holiday
1/25/2008,Friday,January ,33,21,No Holiday
1/26/2008,Saturday,January ,34,25,No Holiday
1/27/2008,Sunday,January ,39,30,No Holiday
1/28/2008,Monday,January ,42,27,No Holiday
1/29/2008,Tuesday,January ,43,30,No Holiday
1/30/2008,Wednesday,January ,49,32,No Holiday
1/31/2008,Thursday,January ,38,28,No Holiday
2/1/2008,Friday,February,53,32,No Holiday
2/2/2008,Saturday,February,43,35,No Holiday
2/3/2008,Sunday,February,49,33,No Holiday
2/4/2008,Monday,February,42,34,No Holiday
2/5/2008,Tuesday,February,52,38,No Holiday
2/6/2008,Wednesday,February,68,41,No Holiday
2/7/2008,Thursday,February,49,38,No Holiday
2/8/2008,Friday,February,45,35,No Holiday
2/9/2008,Saturday,February,44,37,No Holiday
2/10/2008,Sunday,February,44,15,No Holiday
2/11/2008,Monday,February,24,10,No Holiday
2/12/2008,Tuesday,February,31,17,No Holiday
2/13/2008,Wednesday,February,54,31,No Holiday
2/14/2008,Thursday,February,40,28,No Holiday
2/15/2008,Friday,February,47,31,No Holiday
2/16/2008,Saturday,February,34,23,No Holiday
2/17/2008,Sunday,February,53,30,No Holiday
2/18/2008,Monday,February,64,40,holiday
2/19/2008,Tuesday,February,41,28,No Holiday
2/20/2008,Wednesday,February,32,24,No Holiday
2/21/2008,Thursday,February,33,20,No Holiday
2/22/2008,Friday,February,34,25,No Holiday
2/23/2008,Saturday,February,34,28,No Holiday
2/24/2008,Sunday,February,39,24,No Holiday
2/25/2008,Monday,February,48,32,No Holiday
2/26/2008,Tuesday,February,47,38,No Holiday
2/27/2008,Wednesday,February,44,22,No Holiday
2/28/2008,Thursday,February,28,18,No Holiday
2/29/2008,Friday,February,35,17,No Holiday
3/1/2008,Saturday,March,46,33,No Holiday
3/2/2008,Sunday,March,43,28,No Holiday
3/3/2008,Monday,March,55,36,No Holiday
3/4/2008,Tuesday,March,63,45,No Holiday
3/5/2008,Wednesday,March,57,37,No Holiday
3/6/2008,Thursday,March,49,34,No Holiday
3/7/2008,Friday,March,45,36,No Holiday
3/8/2008,Saturday,March,57,36,No Holiday
3/9/2008,Sunday,March,42,30,No Holiday
3/10/2008,Monday,March,45,27,No Holiday
3/11/2008,Tuesday,March,49,35,No Holiday
3/12/2008,Wednesday,March,47,35,No Holiday
3/13/2008,Thursday,March,45,31,No Holiday
3/14/2008,Friday,March,56,40,No Holiday
3/15/2008,Saturday,March,56,41,No Holiday
3/16/2008,Sunday,March,47,35,No Holiday
3/17/2008,Monday,March,50,30,No Holiday
3/18/2008,Tuesday,March,44,35,No Holiday
3/19/2008,Wednesday,March,53,41,No Holiday
3/20/2008,Thursday,March,58,36,No Holiday
3/21/2008,Friday,March,45,33,No Holiday
3/22/2008,Saturday,March,50,34,No Holiday
3/23/2008,Sunday,March,48,30,No Holiday
3/24/2008,Monday,March,50,33,No Holiday
3/25/2008,Tuesday,March,48,31,No Holiday
3/26/2008,Wednesday,March,61,43,No Holiday
3/27/2008,Thursday,March,49,44,No Holiday
3/28/2008,Friday,March,48,38,No Holiday
3/29/2008,Saturday,March,47,33,No Holiday
3/30/2008,Sunday,March,49,28,No Holiday
3/31/2008,Monday,March,57,37,No Holiday
4/1/2008,Tuesday,April,67,54,No Holiday
4/2/2008,Wednesday,April,54,37,No Holiday
4/3/2008,Thursday,April,50,33,No Holiday
4/4/2008,Friday,April,53,42,No Holiday
4/5/2008,Saturday,April,59,50,No Holiday
4/6/2008,Sunday,April,51,42,No Holiday
4/7/2008,Monday,April,51,41,No Holiday
4/8/2008,Tuesday,April,58,41,No Holiday
4/9/2008,Wednesday,April,58,40,No Holiday
4/10/2008,Thursday,April,75,48,No Holiday
4/11/2008,Friday,April,61,49,No Holiday
4/12/2008,Saturday,April,76,48,No Holiday
4/13/2008,Sunday,April,56,43,No Holiday
4/14/2008,Monday,April,58,38,No Holiday
4/15/2008,Tuesday,April,61,42,No Holiday
4/16/2008,Wednesday,April,68,45,No Holiday
4/17/2008,Thursday,April,73,46,No Holiday
4/18/2008,Friday,April,84,51,No Holiday
4/19/2008,Saturday,April,74,52,No Holiday
4/20/2008,Sunday,April,64,49,No Holiday
4/21/2008,Monday,April,63,47,No Holiday
4/22/2008,Tuesday,April,72,48,No Holiday
4/23/2008,Wednesday,April,78,53,No Holiday
4/24/2008,Thursday,April,79,63,No Holiday
4/25/2008,Friday,April,71,56,No Holiday
4/26/2008,Saturday,April,64,51,No Holiday
4/27/2008,Sunday,April,56,47,No Holiday
4/28/2008,Monday,April,58,47,No Holiday
4/29/2008,Tuesday,April,57,46,No Holiday
4/30/2008,Wednesday,April,57,42,No Holiday
5/1/2008,Thursday,May,60,44,No Holiday
5/2/2008,Friday,May,54,49,No Holiday
5/3/2008,Saturday,May,58,47,No Holiday
5/4/2008,Sunday,May,71,48,No Holiday
5/5/2008,Monday,May,73,50,No Holiday
5/6/2008,Tuesday,May,79,51,No Holiday
5/7/2008,Wednesday,May,76,56,No Holiday
5/8/2008,Thursday,May,73,63,No Holiday
5/9/2008,Friday,May,64,48,No Holiday
5/10/2008,Saturday,May,66,48,No Holiday
5/11/2008,Sunday,May,62,49,No Holiday
5/12/2008,Monday,May,54,45,No Holiday
5/13/2008,Tuesday,May,72,50,No Holiday
5/14/2008,Wednesday,May,76,50,No Holiday
5/15/2008,Thursday,May,75,53,No Holiday
5/16/2008,Friday,May,62,49,No Holiday
5/17/2008,Saturday,May,72,47,No Holiday
5/18/2008,Sunday,May,66,52,No Holiday
5/19/2008,Monday,May,59,49,No Holiday
5/20/2008,Tuesday,May,56,48,No Holiday
5/21/2008,Wednesday,May,68,47,No Holiday
5/22/2008,Thursday,May,60,47,No Holiday
5/23/2008,Friday,May,69,49,No Holiday
5/24/2008,Saturday,May,71,53,No Holiday
5/25/2008,Sunday,May,77,53,No Holiday
5/26/2008,Monday,May,80,58,holiday
5/27/2008,Tuesday,May,83,60,No Holiday
5/28/2008,Wednesday,May,68,53,No Holiday
5/29/2008,Thursday,May,75,50,No Holiday
5/30/2008,Friday,May,82,58,No Holiday
5/31/2008,Saturday,May,76,64,No Holiday
6/1/2008,Sunday,June,82,65,No Holiday
6/2/2008,Monday,June,80,60,No Holiday
6/3/2008,Tuesday,June,84,64,No Holiday
6/4/2008,Wednesday,June,71,57,No Holiday
6/5/2008,Thursday,June,74,61,No Holiday
6/6/2008,Friday,June,74,59,No Holiday
6/7/2008,Saturday,June,94,61,No Holiday
6/8/2008,Sunday,June,93,74,No Holiday
6/9/2008,Monday,June,96,76,No Holiday
6/10/2008,Tuesday,June,96,69,No Holiday
6/11/2008,Wednesday,June,85,70,No Holiday
6/12/2008,Thursday,June,85,69,No Holiday
6/13/2008,Friday,June,83,66,No Holiday
6/14/2008,Saturday,June,89,68,No Holiday
6/15/2008,Sunday,June,83,65,No Holiday
6/16/2008,Monday,June,78,61,No Holiday
6/17/2008,Tuesday,June,75,61,No Holiday
6/18/2008,Wednesday,June,73,57,No Holiday
6/19/2008,Thursday,June,76,57,No Holiday
6/20/2008,Friday,June,79,61,No Holiday
6/21/2008,Saturday,June,83,60,No Holiday
6/22/2008,Sunday,June,79,69,No Holiday
6/23/2008,Monday,June,79,69,No Holiday
6/24/2008,Tuesday,June,80,64,No Holiday
6/25/2008,Wednesday,June,83,63,No Holiday
6/26/2008,Thursday,June,81,71,No Holiday
6/27/2008,Friday,June,83,73,No Holiday
6/28/2008,Saturday,June,89,72,No Holiday
6/29/2008,Sunday,June,88,70,No Holiday
6/30/2008,Monday,June,83,70,No Holiday
7/1/2008,Tuesday,July,85,70,No Holiday
7/2/2008,Wednesday,July,85,67,No Holiday
7/3/2008,Thursday,July,89,71,No Holiday
7/4/2008,Friday,July,78,69,holiday
7/5/2008,Saturday,July,74,68,No Holiday
7/6/2008,Sunday,July,79,68,No Holiday
7/7/2008,Monday,July,82,70,No Holiday
7/8/2008,Tuesday,July,89,73,No Holiday
7/9/2008,Wednesday,July,85,74,No Holiday
7/10/2008,Thursday,July,85,71,No Holiday
7/11/2008,Friday,July,87,66,No Holiday
7/12/2008,Saturday,July,85,71,No Holiday
7/13/2008,Sunday,July,84,71,No Holiday
7/14/2008,Monday,July,81,67,No Holiday
7/15/2008,Tuesday,July,89,70,No Holiday
7/16/2008,Wednesday,July,92,70,No Holiday
7/17/2008,Thursday,July,93,72,No Holiday
7/18/2008,Friday,July,94,74,No Holiday
7/19/2008,Saturday,July,96,78,No Holiday
7/20/2008,Sunday,July,94,75,No Holiday
7/21/2008,Monday,July,92,73,No Holiday
7/22/2008,Tuesday,July,87,73,No Holiday
7/23/2008,Wednesday,July,80,69,No Holiday
7/24/2008,Thursday,July,81,69,No Holiday
7/25/2008,Friday,July,86,66,No Holiday
7/26/2008,Saturday,July,87,71,No Holiday
7/27/2008,Sunday,July,83,67,No Holiday
7/28/2008,Monday,July,86,66,No Holiday
7/29/2008,Tuesday,July,89,72,No Holiday
7/30/2008,Wednesday,July,87,72,No Holiday
7/31/2008,Thursday,July,89,75,No Holiday
8/1/2008,Friday,August,90,74,No Holiday
8/2/2008,Saturday,August,81,67,No Holiday
8/3/2008,Sunday,August,84,64,No Holiday
8/4/2008,Monday,August,85,68,No Holiday
8/5/2008,Tuesday,August,86,69,No Holiday
8/6/2008,Wednesday,August,87,70,No Holiday
8/7/2008,Thursday,August,86,66,No Holiday
8/8/2008,Friday,August,80,64,No Holiday
8/9/2008,Saturday,August,81,63,No Holiday
8/10/2008,Sunday,August,81,65,No Holiday
8/11/2008,Monday,August,73,59,No Holiday
8/12/2008,Tuesday,August,82,60,No Holiday
8/13/2008,Wednesday,August,83,64,No Holiday
8/14/2008,Thursday,August,86,64,No Holiday
8/15/2008,Friday,August,80,64,No Holiday
8/16/2008,Saturday,August,81,63,No Holiday
8/17/2008,Sunday,August,83,65,No Holiday
8/18/2008,Monday,August,87,70,No Holiday
8/19/2008,Tuesday,August,83,65,No Holiday
8/20/2008,Wednesday,August,78,58,No Holiday
8/21/2008,Thursday,August,82,62,No Holiday
8/22/2008,Friday,August,83,66,No Holiday
8/23/2008,Saturday,August,81,66,No Holiday
8/24/2008,Sunday,August,82,68,No Holiday
8/25/2008,Monday,August,85,67,No Holiday
8/26/2008,Tuesday,August,80,61,No Holiday
8/27/2008,Wednesday,August,79,61,No Holiday
8/28/2008,Thursday,August,84,63,No Holiday
8/29/2008,Friday,August,81,67,No Holiday
8/30/2008,Saturday,August,83,67,No Holiday
8/31/2008,Sunday,August,84,65,No Holiday
9/1/2008,Monday,September,84,64,holiday
9/2/2008,Tuesday,September,88,68,No Holiday
9/3/2008,Wednesday,September,83,68,No Holiday
9/4/2008,Thursday,September,90,70,No Holiday
9/5/2008,Friday,September,86,72,No Holiday
9/6/2008,Saturday,September,81,70,No Holiday
9/7/2008,Sunday,September,80,67,No Holiday
9/8/2008,Monday,September,81,64,No Holiday
9/9/2008,Tuesday,September,75,65,No Holiday
9/10/2008,Wednesday,September,73,59,No Holiday
9/11/2008,Thursday,September,72,61,No Holiday
9/12/2008,Friday,September,70,63,No Holiday
9/13/2008,Saturday,September,81,65,No Holiday
9/14/2008,Sunday,September,88,70,No Holiday
9/15/2008,Monday,September,83,65,No Holiday
9/16/2008,Tuesday,September,70,61,No Holiday
9/17/2008,Wednesday,September,74,57,No Holiday
9/18/2008,Thursday,September,73,59,No Holiday
9/19/2008,Friday,September,66,52,No Holiday
9/20/2008,Saturday,September,69,51,No Holiday
9/21/2008,Sunday,September,80,56,No Holiday
9/22/2008,Monday,September,74,60,No Holiday
9/23/2008,Tuesday,September,70,54,No Holiday
9/24/2008,Wednesday,September,69,55,No Holiday
9/25/2008,Thursday,September,65,55,No Holiday
9/26/2008,Friday,September,66,56,No Holiday
9/27/2008,Saturday,September,69,63,No Holiday
9/28/2008,Sunday,September,71,66,No Holiday
9/29/2008,Monday,September,74,61,No Holiday
9/30/2008,Tuesday,September,69,59,No Holiday
10/1/2008,Wednesday,October,71,57,No Holiday
10/2/2008,Thursday,October,62,52,No Holiday
10/3/2008,Friday,October,62,51,No Holiday
10/4/2008,Saturday,October,61,47,No Holiday
10/5/2008,Sunday,October,62,52,No Holiday
10/6/2008,Monday,October,64,47,No Holiday
10/7/2008,Tuesday,October,63,44,No Holiday
10/8/2008,Wednesday,October,64,47,No Holiday
10/9/2008,Thursday,October,75,58,No Holiday
10/10/2008,Friday,October,72,58,No Holiday
10/11/2008,Saturday,October,69,52,No Holiday
10/12/2008,Sunday,October,70,53,No Holiday
10/13/2008,Monday,October,74,58,holiday
10/14/2008,Tuesday,October,68,58,No Holiday
10/15/2008,Wednesday,October,70,57,No Holiday
10/16/2008,Thursday,October,75,55,No Holiday
10/17/2008,Friday,October,60,50,No Holiday
10/18/2008,Saturday,October,58,43,No Holiday
10/19/2008,Sunday,October,55,42,No Holiday
10/20/2008,Monday,October,60,41,No Holiday
10/21/2008,Tuesday,October,61,45,No Holiday
10/22/2008,Wednesday,October,53,41,No Holiday
10/23/2008,Thursday,October,53,40,No Holiday
10/24/2008,Friday,October,57,39,No Holiday
10/25/2008,Saturday,October,65,53,No Holiday
10/26/2008,Sunday,October,62,48,No Holiday
10/27/2008,Monday,October,64,46,No Holiday
10/28/2008,Tuesday,October,47,39,No Holiday
10/29/2008,Wednesday,October,46,38,No Holiday
10/30/2008,Thursday,October,48,36,No Holiday
10/31/2008,Friday,October,61,40,No Holiday
11/1/2008,Saturday,November,66,50,No Holiday
11/2/2008,Sunday,November,50,38,No Holiday
11/3/2008,Monday,November,58,45,No Holiday
11/4/2008,Tuesday,November,63,49,No Holiday
11/5/2008,Wednesday,November,64,54,No Holiday
11/6/2008,Thursday,November,62,58,No Holiday
11/7/2008,Friday,November,64,58,No Holiday
11/8/2008,Saturday,November,60,53,No Holiday
